snapshot_date,country,store_id,sku_id,stock_qty,stock_age_days
2024-01-31,Singapore,SG02,SKU0006,9,19
2024-01-31,Singapore,SG02,SKU0030,9,78
2024-01-31,Singapore,SG02,SKU0037,9,65
2024-01-31,Singapore,SG02,SKU0029,7,36
2024-01-31,Singapore,SG02,SKU0066,13,6
2024-01-31,Singapore,SG02,SKU0016,7,18
2024-01-31,Singapore,SG02,SKU0062,16,7
2024-01-31,Singapore,SG02,SKU0088,11,64
2024-01-31,Singapore,SG02,SKU0059,13,1
2024-01-31,Singapore,SG02,SKU0074,7,42
2024-01-31,Singapore,SG02,SKU0067,4,1
2024-01-31,Singapore,SG02,SKU0091,4,4
2024-01-31,Singapore,SG02,SKU0097,10,1
2024-01-31,Singapore,SG02,SKU0001,4,1
2024-01-31,Singapore,SG02,SKU0065,8,4
2024-01-31,Singapore,SG02,SKU0052,5,4
2024-01-31,Singapore,SG02,SKU0045,10,40
2024-01-31,Singapore,SG02,SKU0020,7,63
2024-01-31,Malaysia,MY01,SKU0028,3,51
2024-01-31,Malaysia,MY01,SKU0014,8,20
2024-01-31,Malaysia,MY01,SKU0058,14,29
2024-01-31,Malaysia,MY01,SKU0082,10,4
2024-01-31,Malaysia,MY01,SKU0031,7,4
2024-01-31,Malaysia,MY01,SKU0079,3,7
2024-01-31,Malaysia,MY01,SKU0022,5,20
2024-01-31,Malaysia,MY01,SKU0010,6,2
2024-01-31,Malaysia,MY01,SKU0007,6,36
2024-01-31,Malaysia,MY01,SKU0073,7,38
2024-01-31,Malaysia,MY01,SKU0034,5,22
2024-01-31,Malaysia,MY01,SKU0050,6,18
2024-01-31,Malaysia,MY01,SKU0083,12,4
2024-01-31,Malaysia,MY01,SKU0030,9,18
2024-01-31,Malaysia,MY01,SKU0097,6,38
2024-01-31,Malaysia,MY01,SKU0054,9,85
2024-01-31,Malaysia,MY01,SKU0042,9,4
2024-01-31,Malaysia,MY01,SKU0004,4,15
2024-01-31,Malaysia,MY01,SKU0015,9,47
2024-01-31,Malaysia,MY01,SKU0038,9,17
2024-01-31,Malaysia,MY01,SKU0060,12,8
2024-01-31,Malaysia,MY01,SKU0067,11,29
2024-01-31,Malaysia,MY01,SKU0012,6,12
2024-01-31,Malaysia,MY01,SKU0071,2,17
2024-01-31,Malaysia,MY01,SKU0091,1,30
2024-01-31,Malaysia,MY01,SKU0080,16,24
2024-01-31,Malaysia,MY01,SKU0066,16,4
2024-01-31,Malaysia,MY01,SKU0072,9,10
2024-01-31,Malaysia,MY01,SKU0069,7,6
2024-01-31,Malaysia,MY02,SKU0066,8,18
2024-01-31,Malaysia,MY02,SKU0062,10,10
2024-01-31,Malaysia,MY02,SKU0042,11,1
2024-01-31,Malaysia,MY02,SKU0098,8,52
2024-01-31,Malaysia,MY02,SKU0036,12,3
2024-01-31,Malaysia,MY02,SKU0038,6,161
2024-01-31,Malaysia,MY02,SKU0073,9,26
2024-01-31,Malaysia,MY02,SKU0037,7,12
2024-01-31,Malaysia,MY02,SKU0059,6,8
2024-01-31,Malaysia,MY02,SKU0024,7,27
2024-01-31,Malaysia,MY02,SKU0060,6,215
2024-01-31,Malaysia,MY02,SKU0045,8,5
2024-01-31,Malaysia,MY02,SKU0033,7,13
2024-01-31,Malaysia,MY02,SKU0095,7,2
2024-01-31,Malaysia,MY02,SKU0053,4,73
2024-01-31,Malaysia,MY02,SKU0046,6,20
2024-01-31,Malaysia,MY02,SKU0032,2,36
2024-01-31,Malaysia,MY02,SKU0089,16,24
2024-01-31,Malaysia,MY02,SKU0040,7,13
2024-01-31,Malaysia,MY02,SKU0081,13,14
2024-01-31,Malaysia,MY02,SKU0007,10,1
2024-01-31,Malaysia,MY02,SKU0061,18,15
2024-01-31,Malaysia,MY02,SKU0002,7,1
2024-01-31,Malaysia,MY02,SKU0082,5,8
2024-01-31,Thailand,TH01,SKU0061,10,1
2024-01-31,Thailand,TH01,SKU0034,12,45
2024-01-31,Thailand,TH01,SKU0020,3,1
2024-01-31,Thailand,TH01,SKU0063,12,27
2024-01-31,Thailand,TH01,SKU0010,15,90
2024-01-31,Thailand,TH01,SKU0092,1,12
2024-01-31,Thailand,TH01,SKU0039,7,6
2024-01-31,Thailand,TH01,SKU0049,9,3
2024-01-31,Thailand,TH01,SKU0078,3,20
2024-01-31,Thailand,TH01,SKU0007,3,23
2024-01-31,Thailand,TH01,SKU0073,12,24
2024-01-31,Thailand,TH01,SKU0088,8,12
2024-01-31,Thailand,TH01,SKU0028,10,30
2024-01-31,Thailand,TH01,SKU0075,21,42
2024-01-31,Thailand,TH01,SKU0018,9,38
2024-01-31,Thailand,TH01,SKU0085,7,6
2024-01-31,Thailand,TH01,SKU0023,12,40
2024-01-31,Thailand,TH01,SKU0046,8,12
2024-01-31,Thailand,TH01,SKU0013,1,8
2024-01-31,Thailand,TH01,SKU0052,14,72
2024-01-31,Thailand,TH01,SKU0012,11,15
2024-01-31,Thailand,TH01,SKU0058,1,70
2024-01-31,Thailand,TH01,SKU0038,2,11
2024-01-31,Thailand,TH01,SKU0006,6,3
2024-01-31,Thailand,TH01,SKU0037,2,17
2024-01-31,Thailand,TH01,SKU0086,5,52
2024-01-31,Thailand,TH01,SKU0070,6,72
2024-01-31,Thailand,TH01,SKU0064,2,93
2024-01-31,Thailand,TH02,SKU0082,7,39
2024-01-31,Thailand,TH02,SKU0018,6,5
2024-01-31,Thailand,TH02,SKU0097,7,59
2024-01-31,Thailand,TH02,SKU0071,9,71
2024-01-31,Thailand,TH02,SKU0073,10,3
2024-01-31,Thailand,TH02,SKU0009,14,53
2024-01-31,Thailand,TH02,SKU0075,8,1
2024-01-31,Thailand,TH02,SKU0070,10,1
2024-01-31,Thailand,TH02,SKU0014,4,10
2024-01-31,Thailand,TH02,SKU0049,8,6
2024-01-31,Thailand,TH02,SKU0027,5,36
2024-01-31,Thailand,TH02,SKU0010,9,11
2024-01-31,Thailand,TH02,SKU0055,13,25
2024-01-31,Thailand,TH02,SKU0023,3,26
2024-01-31,Thailand,TH02,SKU0092,4,28
2024-01-31,Thailand,TH02,SKU0042,7,12
2024-01-31,Thailand,TH02,SKU0094,1,51
2024-01-31,Thailand,TH02,SKU0032,3,46
2024-01-31,Thailand,TH02,SKU0025,4,20
2024-01-31,Thailand,TH02,SKU0033,11,27
2024-01-31,Thailand,TH02,SKU0015,4,4
2024-01-31,Thailand,TH02,SKU0026,9,10
2024-01-31,Thailand,TH02,SKU0044,15,26
2024-01-31,Thailand,TH02,SKU0001,7,31
2024-01-31,Thailand,TH02,SKU0052,3,17
2024-01-31,Thailand,TH02,SKU0046,11,22
2024-01-31,Thailand,TH02,SKU0069,8,3
2024-01-31,Thailand,TH02,SKU0084,16,2
2024-01-31,Thailand,TH02,SKU0031,11,17
2024-01-31,Indonesia,ID01,SKU0024,10,19
2024-01-31,Indonesia,ID01,SKU0015,3,20
2024-01-31,Indonesia,ID01,SKU0032,8,8
2024-01-31,Indonesia,ID01,SKU0013,12,1
2024-01-31,Indonesia,ID01,SKU0034,2,51
2024-01-31,Indonesia,ID01,SKU0055,6,1
2024-01-31,Indonesia,ID01,SKU0062,4,6
2024-01-31,Indonesia,ID01,SKU0016,2,7
2024-01-31,Indonesia,ID01,SKU0066,9,47
2024-01-31,Indonesia,ID01,SKU0077,7,10
2024-01-31,Indonesia,ID01,SKU0073,12,8
2024-01-31,Indonesia,ID01,SKU0089,12,47
2024-01-31,Indonesia,ID01,SKU0090,7,3
2024-01-31,Indonesia,ID01,SKU0030,8,2
2024-01-31,Indonesia,ID01,SKU0027,2,73
2024-01-31,Indonesia,ID01,SKU0099,16,15
2024-01-31,Indonesia,ID01,SKU0043,9,6
2024-01-31,Indonesia,ID01,SKU0019,8,13
2024-01-31,Indonesia,ID01,SKU0069,13,4
2024-01-31,Indonesia,ID01,SKU0082,5,25
2024-01-31,Indonesia,ID01,SKU0060,10,8
2024-01-31,Indonesia,ID01,SKU0038,8,29
2024-01-31,Indonesia,ID01,SKU0047,1,49
2024-01-31,Indonesia,ID01,SKU0061,4,43
2024-01-31,Indonesia,ID02,SKU0050,7,9
2024-01-31,Indonesia,ID02,SKU0042,3,3
2024-01-31,Indonesia,ID02,SKU0052,5,1
2024-01-31,Indonesia,ID02,SKU0005,5,11
2024-01-31,Indonesia,ID02,SKU0036,10,15
2024-01-31,Indonesia,ID02,SKU0007,6,21
2024-01-31,Indonesia,ID02,SKU0014,8,2
2024-01-31,Indonesia,ID02,SKU0055,1,32
2024-01-31,Indonesia,ID02,SKU0091,4,18
2024-01-31,Indonesia,ID02,SKU0081,2,68
2024-01-31,Indonesia,ID02,SKU0030,11,8
2024-01-31,Indonesia,ID02,SKU0063,2,64
2024-01-31,Indonesia,ID02,SKU0016,5,60
2024-01-31,Indonesia,ID02,SKU0095,6,14
2024-01-31,Indonesia,ID02,SKU0011,1,38
2024-01-31,Indonesia,ID02,SKU0064,17,78
2024-01-31,Indonesia,ID02,SKU0087,14,18
2024-01-31,Indonesia,ID02,SKU0006,12,20
2024-01-31,Indonesia,ID02,SKU0045,6,4
2024-01-31,Indonesia,ID02,SKU0075,11,4
2024-01-31,Indonesia,ID02,SKU0074,12,5
2024-01-31,Indonesia,ID02,SKU0034,5,17
2024-01-31,Indonesia,ID02,SKU0010,3,2
2024-01-31,Indonesia,ID02,SKU0066,8,38
2024-01-31,Indonesia,ID02,SKU0024,13,25
2024-01-31,Indonesia,ID02,SKU0077,8,17
2024-01-31,Vietnam,VN01,SKU0012,5,32
2024-01-31,Vietnam,VN01,SKU0084,6,9
2024-01-31,Vietnam,VN01,SKU0039,6,34
2024-01-31,Vietnam,VN01,SKU0016,4,10
2024-01-31,Vietnam,VN01,SKU0085,4,20
2024-01-31,Vietnam,VN01,SKU0068,7,2
2024-01-31,Vietnam,VN01,SKU0065,5,10
2024-01-31,Vietnam,VN01,SKU0087,7,7
2024-01-31,Vietnam,VN01,SKU0090,4,3
2024-01-31,Vietnam,VN01,SKU0022,4,16
2024-01-31,Vietnam,VN01,SKU0006,6,28
2024-01-31,Vietnam,VN01,SKU0020,15,38
2024-01-31,Vietnam,VN01,SKU0024,6,5
2024-01-31,Vietnam,VN01,SKU0099,7,6
2024-01-31,Vietnam,VN01,SKU0060,6,10
2024-01-31,Vietnam,VN01,SKU0029,2,8
2024-01-31,Vietnam,VN01,SKU0017,10,35
2024-01-31,Vietnam,VN01,SKU0018,15,21
2024-01-31,Vietnam,VN01,SKU0063,13,21
2024-01-31,Vietnam,VN01,SKU0055,7,50
2024-01-31,Vietnam,VN01,SKU0045,12,1
2024-01-31,Vietnam,VN01,SKU0092,13,25
2024-01-31,Vietnam,VN01,SKU0035,7,53
2024-01-31,Vietnam,VN01,SKU0044,12,31
2024-01-31,Vietnam,VN01,SKU0042,5,5
2024-01-31,Vietnam,VN02,SKU0039,5,29
2024-01-31,Vietnam,VN02,SKU0005,5,5
2024-01-31,Vietnam,VN02,SKU0022,2,18
2024-01-31,Vietnam,VN02,SKU0063,10,32
2024-01-31,Vietnam,VN02,SKU0097,7,36
2024-01-31,Vietnam,VN02,SKU0036,10,24
2024-01-31,Vietnam,VN02,SKU0076,11,58
2024-01-31,Vietnam,VN02,SKU0035,9,34
2024-01-31,Vietnam,VN02,SKU0090,14,4
2024-01-31,Vietnam,VN02,SKU0040,7,31
2024-01-31,Vietnam,VN02,SKU0046,3,75
2024-01-31,Vietnam,VN02,SKU0092,6,1
2024-01-31,Vietnam,VN02,SKU0061,14,1
2024-01-31,Vietnam,VN02,SKU0027,5,47
2024-01-31,Vietnam,VN02,SKU0008,8,20
2024-01-31,Vietnam,VN02,SKU0087,2,10
2024-01-31,Vietnam,VN02,SKU0075,8,81
2024-01-31,Vietnam,VN02,SKU0065,5,33
2024-01-31,Vietnam,VN02,SKU0095,2,28
2024-01-31,Vietnam,VN02,SKU0077,9,4
2024-01-31,Vietnam,VN02,SKU0080,14,96
2024-01-31,Vietnam,VN02,SKU0002,10,25
2024-01-31,Vietnam,VN02,SKU0042,13,46
2024-01-31,Vietnam,VN02,SKU0055,14,8
2024-01-31,Vietnam,VN02,SKU0012,10,5
2024-01-31,Vietnam,VN02,SKU0021,6,4
2024-01-31,Vietnam,VN02,SKU0014,8,9
2024-01-31,Vietnam,VN02,SKU0029,9,6
2024-01-31,Vietnam,VN02,SKU0016,6,61
2024-02-29,Singapore,SG01,SKU0086,7,15
2024-02-29,Singapore,SG01,SKU0067,16,17
2024-02-29,Singapore,SG01,SKU0088,6,36
2024-02-29,Singapore,SG01,SKU0001,10,3
2024-02-29,Singapore,SG01,SKU0036,6,42
2024-02-29,Singapore,SG01,SKU0028,13,51
2024-02-29,Singapore,SG01,SKU0041,4,20
2024-02-29,Singapore,SG01,SKU0047,10,42
2024-02-29,Singapore,SG01,SKU0098,5,17
2024-02-29,Singapore,SG01,SKU0043,16,3
2024-02-29,Singapore,SG01,SKU0081,13,12
2024-02-29,Singapore,SG01,SKU0048,6,4
2024-02-29,Singapore,SG01,SKU0052,5,14
2024-02-29,Singapore,SG01,SKU0044,7,44
2024-02-29,Singapore,SG01,SKU0006,2,9
2024-02-29,Singapore,SG01,SKU0074,1,9
2024-02-29,Singapore,SG01,SKU0077,2,48
2024-02-29,Singapore,SG01,SKU0065,4,17
2024-02-29,Singapore,SG01,SKU0064,9,8
2024-02-29,Singapore,SG01,SKU0019,8,5
2024-02-29,Singapore,SG01,SKU0003,6,19
2024-02-29,Singapore,SG01,SKU0007,13,16
2024-02-29,Singapore,SG01,SKU0039,9,81
2024-02-29,Singapore,SG01,SKU0100,5,3
2024-02-29,Singapore,SG01,SKU0099,11,11
2024-02-29,Singapore,SG01,SKU0053,19,39
2024-02-29,Singapore,SG01,SKU0084,5,44
2024-02-29,Singapore,SG01,SKU0029,6,22
2024-02-29,Singapore,SG02,SKU0043,7,5
2024-02-29,Singapore,SG02,SKU0025,7,2
2024-02-29,Singapore,SG02,SKU0080,8,24
2024-02-29,Singapore,SG02,SKU0044,8,55
2024-02-29,Singapore,SG02,SKU0026,5,9
2024-02-29,Singapore,SG02,SKU0009,7,29
2024-02-29,Singapore,SG02,SKU0092,8,87
2024-02-29,Singapore,SG02,SKU0037,6,16
2024-02-29,Singapore,SG02,SKU0093,7,19
2024-02-29,Singapore,SG02,SKU0082,10,1
2024-02-29,Singapore,SG02,SKU0030,1,12
2024-02-29,Singapore,SG02,SKU0029,4,149
2024-02-29,Singapore,SG02,SKU0079,4,13
2024-02-29,Singapore,SG02,SKU0078,7,1
2024-02-29,Singapore,SG02,SKU0032,5,18
2024-02-29,Singapore,SG02,SKU0034,9,28
2024-02-29,Singapore,SG02,SKU0071,6,65
2024-02-29,Singapore,SG02,SKU0084,6,17
2024-02-29,Singapore,SG02,SKU0008,7,78
2024-02-29,Singapore,SG02,SKU0006,6,1
2024-02-29,Singapore,SG02,SKU0091,7,81
2024-02-29,Singapore,SG02,SKU0081,17,16
2024-02-29,Singapore,SG02,SKU0036,7,2
2024-02-29,Singapore,SG02,SKU0100,8,21
2024-02-29,Singapore,SG02,SKU0059,9,26
2024-02-29,Malaysia,MY01,SKU0093,16,17
2024-02-29,Malaysia,MY01,SKU0044,4,66
2024-02-29,Malaysia,MY01,SKU0083,9,15
2024-02-29,Malaysia,MY01,SKU0030,11,24
2024-02-29,Malaysia,MY01,SKU0046,1,21
2024-02-29,Malaysia,MY01,SKU0057,16,53
2024-02-29,Malaysia,MY01,SKU0092,10,2
2024-02-29,Malaysia,MY01,SKU0073,3,5
2024-02-29,Malaysia,MY01,SKU0085,6,18
2024-02-29,Malaysia,MY01,SKU0008,12,21
2024-02-29,Malaysia,MY01,SKU0094,8,22
2024-02-29,Malaysia,MY01,SKU0079,14,14
2024-02-29,Malaysia,MY01,SKU0056,2,3
2024-02-29,Malaysia,MY01,SKU0067,6,63
2024-02-29,Malaysia,MY01,SKU0007,13,1
2024-02-29,Malaysia,MY01,SKU0009,8,25
2024-02-29,Malaysia,MY01,SKU0081,11,38
2024-02-29,Malaysia,MY01,SKU0022,3,16
2024-02-29,Malaysia,MY01,SKU0034,17,22
2024-02-29,Malaysia,MY01,SKU0068,12,103
2024-02-29,Malaysia,MY01,SKU0012,18,39
2024-02-29,Malaysia,MY01,SKU0027,10,18
2024-02-29,Malaysia,MY01,SKU0042,15,85
2024-02-29,Malaysia,MY01,SKU0033,7,62
2024-02-29,Malaysia,MY01,SKU0074,4,12
2024-02-29,Malaysia,MY01,SKU0031,12,3
2024-02-29,Malaysia,MY01,SKU0018,14,57
2024-02-29,Malaysia,MY01,SKU0062,1,19
2024-02-29,Malaysia,MY01,SKU0049,9,33
2024-02-29,Malaysia,MY02,SKU0030,5,12
2024-02-29,Malaysia,MY02,SKU0062,7,13
2024-02-29,Malaysia,MY02,SKU0078,4,36
2024-02-29,Malaysia,MY02,SKU0013,12,85
2024-02-29,Malaysia,MY02,SKU0007,9,19
2024-02-29,Malaysia,MY02,SKU0050,17,77
2024-02-29,Malaysia,MY02,SKU0019,6,1
2024-02-29,Malaysia,MY02,SKU0009,16,3
2024-02-29,Malaysia,MY02,SKU0054,2,1
2024-02-29,Malaysia,MY02,SKU0089,7,1
2024-02-29,Malaysia,MY02,SKU0057,5,23
2024-02-29,Malaysia,MY02,SKU0058,7,26
2024-02-29,Malaysia,MY02,SKU0059,8,9
2024-02-29,Malaysia,MY02,SKU0022,3,8
2024-02-29,Malaysia,MY02,SKU0088,4,38
2024-02-29,Malaysia,MY02,SKU0074,5,25
2024-02-29,Malaysia,MY02,SKU0092,13,1
2024-02-29,Malaysia,MY02,SKU0040,12,4
2024-02-29,Malaysia,MY02,SKU0011,8,8
2024-02-29,Malaysia,MY02,SKU0024,1,13
2024-02-29,Malaysia,MY02,SKU0016,8,22
2024-02-29,Malaysia,MY02,SKU0001,7,1
2024-02-29,Malaysia,MY02,SKU0070,12,15
2024-02-29,Malaysia,MY02,SKU0055,9,3
2024-02-29,Malaysia,MY02,SKU0061,13,14
2024-02-29,Malaysia,MY02,SKU0068,5,63
2024-02-29,Malaysia,MY02,SKU0072,9,28
2024-02-29,Malaysia,MY02,SKU0077,5,44
2024-02-29,Malaysia,MY02,SKU0005,8,2
2024-02-29,Thailand,TH01,SKU0040,9,4
2024-02-29,Thailand,TH01,SKU0019,4,120
2024-02-29,Thailand,TH01,SKU0006,7,1
2024-02-29,Thailand,TH01,SKU0047,14,20
2024-02-29,Thailand,TH01,SKU0032,6,11
2024-02-29,Thailand,TH01,SKU0075,10,119
2024-02-29,Thailand,TH01,SKU0024,5,1
2024-02-29,Thailand,TH01,SKU0022,14,92
2024-02-29,Thailand,TH01,SKU0042,13,4
2024-02-29,Thailand,TH01,SKU0082,22,1
2024-02-29,Thailand,TH01,SKU0060,12,6
2024-02-29,Thailand,TH01,SKU0002,3,57
2024-02-29,Thailand,TH01,SKU0077,7,16
2024-02-29,Thailand,TH01,SKU0008,8,15
2024-02-29,Thailand,TH01,SKU0017,8,14
2024-02-29,Thailand,TH01,SKU0088,2,56
2024-02-29,Thailand,TH01,SKU0099,16,1
2024-02-29,Thailand,TH01,SKU0058,1,38
2024-02-29,Thailand,TH01,SKU0029,15,56
2024-02-29,Thailand,TH01,SKU0089,10,23
2024-02-29,Thailand,TH01,SKU0069,7,45
2024-02-29,Thailand,TH01,SKU0016,14,14
2024-02-29,Thailand,TH01,SKU0038,12,11
2024-02-29,Thailand,TH01,SKU0053,7,15
2024-02-29,Thailand,TH01,SKU0001,9,4
2024-02-29,Thailand,TH01,SKU0100,3,26
2024-02-29,Thailand,TH01,SKU0037,6,17
2024-02-29,Thailand,TH01,SKU0015,11,31
2024-02-29,Thailand,TH02,SKU0085,11,90
2024-02-29,Thailand,TH02,SKU0062,10,11
2024-02-29,Thailand,TH02,SKU0035,7,25
2024-02-29,Thailand,TH02,SKU0096,7,3
2024-02-29,Thailand,TH02,SKU0043,8,1
2024-02-29,Thailand,TH02,SKU0092,15,23
2024-02-29,Thailand,TH02,SKU0074,6,24
2024-02-29,Thailand,TH02,SKU0012,7,6
2024-02-29,Thailand,TH02,SKU0051,1,20
2024-02-29,Thailand,TH02,SKU0079,2,8
2024-02-29,Thailand,TH02,SKU0071,7,18
2024-02-29,Thailand,TH02,SKU0017,6,15
2024-02-29,Thailand,TH02,SKU0045,4,2
2024-02-29,Thailand,TH02,SKU0083,12,4
2024-02-29,Thailand,TH02,SKU0060,6,1
2024-02-29,Thailand,TH02,SKU0041,7,4
2024-02-29,Thailand,TH02,SKU0093,9,23
2024-02-29,Thailand,TH02,SKU0020,7,21
2024-02-29,Thailand,TH02,SKU0048,9,3
2024-02-29,Thailand,TH02,SKU0084,7,27
2024-02-29,Thailand,TH02,SKU0013,2,12
2024-02-29,Thailand,TH02,SKU0052,17,28
2024-02-29,Thailand,TH02,SKU0077,8,46
2024-02-29,Thailand,TH02,SKU0007,9,10
2024-02-29,Thailand,TH02,SKU0006,13,15
2024-02-29,Thailand,TH02,SKU0039,11,23
2024-02-29,Thailand,TH02,SKU0014,16,7
2024-02-29,Thailand,TH02,SKU0064,15,9
2024-02-29,Indonesia,ID01,SKU0027,9,15
2024-02-29,Indonesia,ID01,SKU0091,13,1
2024-02-29,Indonesia,ID01,SKU0032,18,6
2024-02-29,Indonesia,ID01,SKU0047,10,25
2024-02-29,Indonesia,ID01,SKU0001,8,83
2024-02-29,Indonesia,ID01,SKU0096,17,34
2024-02-29,Indonesia,ID01,SKU0022,5,71
2024-02-29,Indonesia,ID01,SKU0069,5,43
2024-02-29,Indonesia,ID01,SKU0086,4,1
2024-02-29,Indonesia,ID01,SKU0009,6,42
2024-02-29,Indonesia,ID01,SKU0076,4,5
2024-02-29,Indonesia,ID01,SKU0073,2,14
2024-02-29,Indonesia,ID01,SKU0029,8,34
2024-02-29,Indonesia,ID01,SKU0044,5,18
2024-02-29,Indonesia,ID01,SKU0037,6,3
2024-02-29,Indonesia,ID01,SKU0059,7,33
2024-02-29,Indonesia,ID01,SKU0016,8,51
2024-02-29,Indonesia,ID01,SKU0065,9,23
2024-02-29,Indonesia,ID01,SKU0064,12,6
2024-02-29,Indonesia,ID01,SKU0062,2,21
2024-02-29,Indonesia,ID01,SKU0074,9,1
2024-02-29,Indonesia,ID01,SKU0017,8,27
2024-02-29,Indonesia,ID01,SKU0094,14,2
2024-02-29,Indonesia,ID01,SKU0093,1,15
2024-02-29,Indonesia,ID01,SKU0033,6,2
2024-02-29,Indonesia,ID01,SKU0051,7,10
2024-02-29,Indonesia,ID01,SKU0010,2,31
2024-02-29,Indonesia,ID01,SKU0066,14,9
2024-02-29,Indonesia,ID02,SKU0065,2,36
2024-02-29,Indonesia,ID02,SKU0083,19,8
2024-02-29,Indonesia,ID02,SKU0077,8,10
2024-02-29,Indonesia,ID02,SKU0044,13,17
2024-02-29,Indonesia,ID02,SKU0051,9,2
2024-02-29,Indonesia,ID02,SKU0088,12,11
2024-02-29,Indonesia,ID02,SKU0085,10,35
2024-02-29,Indonesia,ID02,SKU0026,6,15
2024-02-29,Indonesia,ID02,SKU0024,7,7
2024-02-29,Indonesia,ID02,SKU0080,4,29
2024-02-29,Indonesia,ID02,SKU0057,5,19
2024-02-29,Indonesia,ID02,SKU0001,11,26
2024-02-29,Indonesia,ID02,SKU0094,17,2
2024-02-29,Indonesia,ID02,SKU0033,10,10
2024-02-29,Indonesia,ID02,SKU0061,9,26
2024-02-29,Indonesia,ID02,SKU0095,7,35
2024-02-29,Indonesia,ID02,SKU0053,4,16
2024-02-29,Indonesia,ID02,SKU0066,11,12
2024-02-29,Indonesia,ID02,SKU0042,9,64
2024-02-29,Indonesia,ID02,SKU0086,10,1
2024-02-29,Indonesia,ID02,SKU0078,4,9
2024-02-29,Indonesia,ID02,SKU0054,13,19
2024-02-29,Indonesia,ID02,SKU0049,9,52
2024-02-29,Indonesia,ID02,SKU0032,14,1
2024-02-29,Indonesia,ID02,SKU0019,6,61
2024-02-29,Indonesia,ID02,SKU0012,7,3
2024-02-29,Indonesia,ID02,SKU0081,6,1
2024-02-29,Indonesia,ID02,SKU0075,5,92
2024-02-29,Indonesia,ID02,SKU0003,11,61
2024-02-29,Vietnam,VN01,SKU0038,12,35
2024-02-29,Vietnam,VN01,SKU0086,14,16
2024-02-29,Vietnam,VN01,SKU0100,14,5
2024-02-29,Vietnam,VN01,SKU0064,16,35
2024-02-29,Vietnam,VN01,SKU0044,9,18
2024-02-29,Vietnam,VN01,SKU0005,13,18
2024-02-29,Vietnam,VN01,SKU0077,6,14
2024-02-29,Vietnam,VN01,SKU0052,7,24
2024-02-29,Vietnam,VN01,SKU0079,4,1
2024-02-29,Vietnam,VN01,SKU0040,7,7
2024-02-29,Vietnam,VN01,SKU0047,7,18
2024-02-29,Vietnam,VN01,SKU0099,2,16
2024-02-29,Vietnam,VN01,SKU0063,11,35
2024-02-29,Vietnam,VN01,SKU0035,5,14
2024-02-29,Vietnam,VN01,SKU0049,9,36
2024-02-29,Vietnam,VN01,SKU0080,17,14
2024-02-29,Vietnam,VN01,SKU0009,11,15
2024-02-29,Vietnam,VN01,SKU0087,15,13
2024-02-29,Vietnam,VN01,SKU0075,10,21
2024-02-29,Vietnam,VN01,SKU0006,11,12
2024-02-29,Vietnam,VN01,SKU0083,8,40
2024-02-29,Vietnam,VN01,SKU0003,8,4
2024-02-29,Vietnam,VN01,SKU0068,2,21
2024-02-29,Vietnam,VN01,SKU0043,11,76
2024-02-29,Vietnam,VN01,SKU0070,16,3
2024-02-29,Vietnam,VN01,SKU0045,1,7
2024-02-29,Vietnam,VN01,SKU0039,5,32
2024-02-29,Vietnam,VN01,SKU0021,9,15
2024-02-29,Vietnam,VN02,SKU0069,18,7
2024-02-29,Vietnam,VN02,SKU0041,2,12
2024-02-29,Vietnam,VN02,SKU0025,4,25
